"Title","PublicationDate","Year"
"international behavioral responses to a health hazard aids","1990",1990
"condoms and cosmology the fractal person and sexual risk in rwanda","1990",1990
"can vasectomy reduce the sexual transmission of hiv","1990",1990
"alteration of dacarbazine pharmacokinetics after interleukin 2 administration in melanoma patients","1990",1990
"multidisciplinary approaches to consultation liaison psychiatry the c l psychologist on an aids treatment team","1990 Fall",1990
"urban desertification public health and public order planned shrinkage violent death substance abuse and aids in the bronx","1990",1990
"human immunodeficiency virus infection and neurologic dysfunction","1990",1990
"seroprevalence of hiv 2 infection in greece crete","1990",1990
"relapse from safer sex the next challenge for aids prevention efforts","1990",1990
"tracking the spread of the hiv infection epidemic among young adults in the united states results of the first four years of screening among civilian applicants for u s military service","1990",1990
"hiv cytopathic effect potential target for therapy","1990",1990
"modified oligopeptides designed to interact with the hiv 1 proteinase inhibit viral replication","1990",1990
"morphology and distribution of hiv 1 gp41 positive microglia in subacute aids encephalitis pattern of involvement resembling a multisystem degeneration","1990",1990
"complement levels and circulating immune complexes in a controlled longitudinal multicentre study on effects of intravenous immunoglobulin in adults with aids related complex walter reed 5 the arc ivig study group","1990",1990
"cellular immunologic parameters in hiv positive patients with aids related complex and intravenous immunoglobulin therapy","1990",1990
"major histocompatibility complex class i to iii allotypes in patients with aids related complex walter reed 5 disseminated kaposi s sarcoma and in normal controls the arc ivig study group","1990",1990
"long term intravenous immunoglobulin treatment in patients with aids related complex","1990",1990
"orphans as a window on the aids epidemic in sub saharan africa initial results and implications of a study in uganda","1990",1990
"impact of hiv aids on african children","1990",1990
"aids and the gastroenterologist","1990",1990
"bronchial cancer in patients infected with human immunodeficiency virus hiv report of 3 cases","1990",1990
"computer analysis of qualitative data","1990",1990
"opiate antagonists and anti hiv agents","1990",1990
"immune function in heroin addicts and former heroin addicts in treatment pre and post aids epidemic","1990",1990
"drug abuse and aids causes for the connection","1990",1990
"murine retrovirus model for studies of the role of cofactors and ethanol in aids development","1990",1990
"morphine induced immune modulation does it predispose to hiv infection","1990",1990
"drugs of abuse chemistry pharmacology immunology and aids a technical review october 31 november 2 1988 rockville md proceedings","1990",1990
"drugs of abuse chemistry pharmacology immunology and aids introduction","1990",1990
"occupational medicine in the xxi century the role and tasks of the institute of occupational medicine in l d","1990",1990
"use of simian immunodeficiency virus for vaccine research","1990",1990
"inoculation of macaca fascicularis with simian immunodeficiency virus sivmne immunologic serologic and pathologic changes","1990",1990
"evaluation of active control trials in aids","1990",1990
"evaluation of the aids dementia complex in clinical trials","1990",1990
"methodological issues in aids clinical trials introduction","1990",1990
"need for early randomization in the development of new drugs for aids","1990",1990
"methodological issues in aids clinical trials a symposium sponsored by the national institute of allergy and infectious diseases and food and drug administration bethesda maryland november 20 21 1989 proceedings","1990",1990
"effect of azidothymidine on soluble cd4 levels in patients with aids or aids related complex","1990",1990
"panax ginseng as a potential immunomodulator studies in mice","1990",1990
"combating aids in the caribbean a coordinated subregional approach","1990",1990
"evaluation of efficacy of pooled sera in a human immunodeficiency virus antibody prevalence in population surveys","1990 Jan-Mar",1990
"continuous decrease in the number of sspe annual cases ten years after compulsory anti measles immunization","1990 Jan-Mar",1990
"pediatric hiv infection a review","1990",1990
"pilot study for an hiv prevention programme among commercial sex workers in bulawayo zimbabwe","1990",1990
"blood transfusion taboo of jehovah s witnesses origin development and function of a controversial doctrine","1990",1990
"influence of social support on aids related grief reaction among gay men","1990",1990
"incubation time of aids progression of disease in a cohort of hiv infected homo and bisexual men with known dates of infection","1990",1990
"retroviral antigen expression on megakaryocytes and platelets possible implications in the pathogenesis of thrombocytopenia","1990",1990
"what s new on the aids front","1990",1990
"do we know the cause s of aids","1990 Summer",1990
"ards in mofs multiple organ failure syndrome how to direct the therapy a case report of mofs in aids","1990 Jan-Feb",1990
"cutaneo visceral leishmaniasis a new opportunistic infection in patients infected by hiv","1990",1990
"medical kits for business travellers","1990 Autumn",1990
"monte carlo simulation of hiv infection in an intravenous drug user community","1990",1990
"relationship between aids latency period and aids survival time in homosexual and bisexual men","1990",1990
"report of eight hiv seropositive patients with major depression responding to fluoxetine","1990",1990
"interferon alpha treatment leads to accumulation of virus particles on the surface of cells persistently infected with the human immunodeficiency virus type 1","1990",1990
"immunologic and pathologic manifestations of the infection of rhesus monkeys with simian immunodeficiency virus of macaques","1990",1990
"aids epidemic profiles of development","1990",1990
"men together understanding the gay couple","1990",1990
"attitudes towards homosexuality in american health care literature 1983 1987","1990",1990
"chronic disease and disadvantage the new politics of hiv infection","1990 Summer",1990
"ocular toxoplasmosis and aids a case report","1990",1990
"microcephaly general considerations and aids to nosology","1990",1990
"adenosylmethionine decarboxylase inhibitors lack of activity against cytopathic effects of hiv","1990",1990
"aids recommendations for the interpretation of hiv 2 western blot results","1990",1990
"cryptococcosis in bujumbura burundi apropos of 80 observed cases in 42 months","1990",1990
"the geography of infection with the human immunodeficiency virus hiv in black africa determination of epidemiological and regional factors","1990",1990
"current aspects of aids","1990",1990
"aids postage stamps","1990",1990
"world aids day 1990 to focus on women","1990",1990
"aids in women and children","1990",1990
"strengthening community level aids prevention and care","1990",1990
"aids and other sexually transmitted diseases in the arctic regions","1990",1990
"interleukin 2 in the treatment of hiv disease","1990",1990
"soluble recombinant cd4 a potential therapeutic agent for hiv infection","1990",1990
"respiratory function abnormalities and pneumonia in hiv positive patients a prospective study of 112 patients","1990",1990
"salivary antibodies to human immunodeficiency virus type 1 in a phase i aids vaccine trial","1990",1990
"e coli antibodies do not cause false positivity in recombinant anti hiv assays","1990",1990
"aids education needs of adolescents a theory based approach","1990 Summer",1990
"current status of clinical laboratory tests for the human immunodeficiency virus","1990",1990
"treatment of aids associated malignancy","1990",1990
"assessment of knowledge of aids and beliefs about aids prevention among adolescents","1990 Spring",1990
"impact of human immunodeficiency virus on transmission and severity of tuberculosis","1990",1990
"protozoan infections","1990",1990
"opportunistic infections in aids in developed and developing countries","1990",1990
"nutritional aspects of aids","1990",1990
"the monocyte macrophage system and acquired immunodeficiency syndrome aids","1990 Jan-Mar",1990
"host factors in the severity of q fever","1990",1990
"preventive vaccinations in hiv infected patients","1990",1990
"the oncological aspects of infection caused by the human immunodeficiency virus","1990",1990
"the prevention of the transmission of the human immunodeficiency virus in ophthalmological practice","1990 Jan-Feb",1990
"cd4 inserted in red blood cell membranes or reconstituted in liposome bilayers as a potential therapeutic agent against aids","1990",1990
"hiv screening nosocomial epidemiologic risks and decision analysis","1990 Spring-Summer",1990
"comparative evaluation of an immunofluorescent antibody test enzyme immunoassay and western blot for the detection of hiv 1 antibody","1990",1990
"current pharmacotherapies for opioid dependence","1990",1990
"adenovirus vaccine strains genetically engineered to express hiv 1 or hbv antigens for use as live recombinant vaccines","1990",1990
"research on aids interventions in developing countries state of the art","1990",1990
"escalating health care cost of aids who will pay","1990",1990
"treatment of plasmodium falciparum malaria in africa except cerebral malaria","1990 Jan-Mar",1990
"international travel and hiv infection","1990",1990
"randomized trial of sulfamethoxazole trimethoprim versus procaine penicillin for the outpatient treatment of childhood pneumonia in zimbabwe","1990",1990
"epidemiology and transmission of infection by human immunodeficiency virus","1990",1990
"oral candidiasis epidemiology diagnosis and treatment","1990",1990
"physiological and pharmacological effects of zinc on immune response","1990",1990
"water irrigating devices for the orthodontic patient","1990 Spring-Summer",1990
"immunohistopathogenesis of persistent generalized lymphadenopathy in hiv positive patients","1990 Jan-Mar",1990
"using synthetic peptide reagents to distinguish infections caused by different hiv strains","1990",1990
"hiv infections and aids in the 1990s","1990",1990
"new approaches to the study of the pathological anatomy in diseases of fetal and neonatal periods","1990",1990
"quality of life in a placebo controlled trial of zidovudine in patients with aids and aids related complex","1990",1990
"fda role in contact lens development and safety","1990",1990
"is your office safe yes","1990",1990
"phase ii study of carboplatin ifosfamide in untreated advanced cervical cancer","1990",1990
"projections of hiv infections and aids cases to the year 2000","1990",1990
"acquired immunodeficiency syndrome associated lymphomas","1990",1990
"hiv hbv delta agent and treponema pallidum infections in two rural african areas","1990 Jan-Feb",1990
"granulocyte macrophage colony stimulating factor gm csf in aids","1990",1990
"simian immunodeficiency viruses","1990",1990
"regulation of hiv 1 gene expression","1990",1990
"role of mononuclear phagocytes in the pathogenesis of human immunodeficiency virus infection","1990",1990
"dermatologists facing the risk of viral transmission analysis of the precautionary measures of 472 practitioners","1990",1990
"oral complications of cancer therapies oral complications in the pediatric population","1990",1990
"strategies in therapy and immunoprophylaxis of human immunodeficiency virus infection","1990 Jan",1990
"how to choose a partner nowadays a crucial question for the prevention of aids","1990",1990
"central nervous system effects of human immunodeficiency virus type 1","1990",1990
"antibodies against human immunodeficiency virus in generalized lupus erythematosus","1990 Jan-Feb",1990
"antibodies to recombinant hiv 1 vif tat and nef proteins in human sera","1990",1990
"lack of immunomodulating effect of disulfiram on hiv positive patients","1990",1990
"inflammation as a diagnostic keystone and its clinical implications exemplified by the inflammatory bowel diseases","1990 Jan",1990
"neurogenic and psychogenic behavioral correlates of hiv infection","1990",1990
"aids dementia complex and hiv 1 brain infection a pathogenetic model of virus immune interaction","1990",1990
"human immunodeficiency viruses","1990 Jan",1990
"aids in africa","1990 Jan",1990
"aids associated lymphoma","1990 Jan",1990
"hiv 1 related thrombocytopenia","1990 Jan",1990
"hiv infection clinical picture and management","1990 Jan",1990
"cost reduction of unlinked testing for anti hiv by investigation of pooled sera","1990 Jan",1990
"epidemiological methods to study the interaction between hiv infection and other sexually transmitted diseases","1990 Jan",1990
"role of opportunistic viral infections in aids","1990 Jan",1990
"aids update the challenge","1990 Jan",1990
"significance of sexual partner contact networks for the transmission dynamics of hiv","1990",1990
"antibodies to recombinant hiv 1 nef protein detected in hiv 1 infection as well as in nonrisk individuals","1990",1990
"fda s compassion for desperate drug companies","1990 Jan-Feb",1990
"reduction of circulating hiv antigens in seropositive patients after treatment with al 721","1990 Jan",1990
"treatment of aids with al 721","1990 Jan",1990
"haematogenous serratia marcescens endophthalmitis in an hiv infected intravenous drug addict","1990 Jan-Feb",1990
"hepatitis c virus infection in intravenous drug users prevalence and risk factors","1990",1990
"cytomegalovirus viremia in hiv infected patients treated with zidovudine","1990",1990
"development of the bovine immunodeficiency like virus as a model of lentivirus disease","1990",1990
"susceptibility to hiv 1 infection of a human b lymphoblastoid cell line dg75 transfected with subgenomic dna fragments of epstein barr virus","1990",1990
"siv infection of macaques a model for aids vaccine development","1990",1990
"enzyme linked immunosorbent assay elisa for the detection of feline immunodeficiency virus fiv antigen in cell culture and fiv specific antibodies in feline serum","1990",1990
"value of laboratory testing in uveitis","1990",1990
"nonlinear three compartment model for the administration of 2 3 dideoxycytidine by using red blood cells as bioreactors","1990",1990
"hiv screening during pregnancy results of 2 attitude surveys on antenatal hiv screening in belgium","1990",1990
"sero epidemiological and sociological patterns of herpes simplex virus infection in the world","1990",1990
"pathogenesis of malignant lymphomas in intravenous drug abuser hiv infected patients","1990",1990
"role of polymorphonuclear leukocytes in infection by retroviruses with emphasis on the human immunodeficiency virus","1990 Fall",1990
"progressive multifocal leukoencephalopathy pml in aids and in the pre aids era a neuropathological comparison using immunocytochemistry and in situ dna hybridization for virus detection","1990",1990
"lymphocyte proliferation in aids related complex walter reed 5 patients response to herpes simplex virus and tuberculin antigen and mitogen during intravenous immunoglobulin treatment the arc ivig study group","1990",1990
"current developments in the problem of prions and prion diseases","1990 Jan-Mar",1990
"drugs of abuse chemistry pharmacology immunology and aids summary of recommendations for future research","1990",1990
"opioid peptides receptors and immune function","1990",1990
"indicators of nutritional status among clients from a new york city methadone treatment center","1990",1990
"clinical trials of combination therapies for hiv infection rationale for development of multidrug therapy","1990",1990
"clinical trials of combination therapies for hiv infection discussion","1990",1990
"production and characterization of a fragment containing the hiv gp120 binding region of cd4 using a bovine papilloma virus bpv vector","1990",1990
"pulmonary pathogens in hiv infected patients","1990",1990
"antibodies against hepatitis c in a population of swedish haemophiliacs and heterosexual partners","1990",1990
"health care policy issues in the drug abuser treatment field","1990 Summer",1990
"preactivation a novel antitumour and antiviral approach","1990",1990
"significance of viral coinfections by hiv htlv i epstein barr virus and cytomegalovirus for immunological abnormalities in hemophiliacs","1990",1990
"value of 67gallium scintigraphy in primary diagnosis and follow up of opportunistic pneumonia in patients with aids","1990",1990
"cervical cytologic abnormalities and papillomavirus in women infected with human immunodeficiency virus","1990",1990
"detection of locally produced antibodies to herpes viruses in the aqueous of patients with acquired immune deficiency syndrome aids or acute retinal necrosis syndrome arn","1990",1990
"positive clinical effect of autologous transfusion of photomodified blood in the treatment of a patient with aids","1990 Jan",1990
"retrospective study about the use of cotrimoxazole as diagnostic support and treatment of suspected cerebral toxoplasmosis in aids","1990",1990
"no association between herpes simplex virus type 2 seropositivity or anogenital lesions and hiv seroconversion among homosexual men","1990",1990
"look at the latest aids projections for the united states","1990 Summer",1990
"hiv 1 primo infection and cytomegalovirus reactivation in 2 intravenous drug users prognostic significance","1990",1990
"in situ detection of cytomegalovirus dna in biopsies of aids patients using a hybrido immunocytochemical assay","1990",1990
"hhv 6 in djibouti an epidemiological survey in young adults","1990 Jan-Feb",1990
"risk oriented aids education","1990 Jan-Feb",1990
"biochemical and physical properties of a solvent detergent treated fibrin glue","1990",1990
"experimental infection of african green monkeys and cynomolgus monkeys with a sivagm strain isolated from a healthy african green monkey","1990",1990
"efficacy of desciclovir in the treatment of epstein barr virus infection in oral hairy leukoplakia","1990",1990
"identification of cytomegalovirus infection in acquired immunodeficiency syndrome","1990",1990
"electron spectroscopic imaging esi of viruses using thin section and immunolabelling preparations","1990 Jan",1990
"failure of adjunctive cytomegalovirus intravenous immune globulin to improve efficacy of ganciclovir in patients with acquired immunodeficiency syndrome and cytomegalovirus retinitis a phase 1 study","1990 Jan",1990
"immunoblotting reactivity of human sera from various sources against purified epstein barr virus","1990 Jan-Feb",1990
"effects of zidovudine on friend virus complex infection in rfv 3r s genotype containing mice used as a model for hiv infection","1990",1990
"statistics from the world health organization and the centers for disease control","1990 Jan",1990
"efficacy of the abbott recombinant hiv 1 hiv 2 enzyme immunoassay for the detection of hiv antibodies","1990 Jan",1990
"hiv related severe thrombocytopenia in intravenous drug users prevalence response to therapy in a medium term follow up and pathogenetic evaluation","1990 Jan",1990
"production and characterization of human monoclonal antibodies against core protein p25 and transmembrane glycoprotein gp41 of hiv 1","1990 Jan",1990
"unusual features of protein interaction in human immunodeficiency virus hiv virions","1990",1990
"mechanism of disease induction by hiv","1990",1990
"absence of t cell impairments in a unique group of anal receptive transvestite and male prostitutes in israel","1990 Jan",1990
"prevalence of antibodies to human herpesvirus 6 in different age groups in children with exanthema subitum other acute exanthematous childhood diseases kawasaki syndrome and acute infections with other herpesviruses and hiv","1990 Jan-Feb",1990
"cytotoxic t lymphocyte inhibits acquired immunodeficiency syndrome virus replication in peripheral blood lymphocytes","1990 Jan-Feb",1990
"detection of epstein barr virus genomes by in situ dna hybridization with a terminally biotin labeled synthetic oligonucleotide probe from the ebv not i and pst i tandem repeat regions","1990 Jan",1990
"relationship between human immunodeficiency virus antigenemia and cytomegalovirus infection","1990 Jan",1990
"increase of the prevalence of hepatitis b virus surface antigen related to immunodeficiency inherent in acquired immune deficiency syndrome aids","1990",1990
"phenotypic mixing between human immunodeficiency virus and vesicular stomatitis virus or herpes simplex virus","1990",1990
"cytomegalovirus cultures during maintenance dhpg therapy for cytomegalovirus cmv retinitis in acquired immunodeficiency syndrome aids","1990 Jan",1990
"disorders of peripheral nerves associated with hiv infection","1990 Jan",1990
"evidence for cytomegalovirus and human immunodeficiency virus infection of the retina in aids","1990",1990
"ohio youth hiv education project","1990 Jan",1990
"virological survey of rhesus monkeys in china","1990 Jan",1990
"viral battery testing in nonhuman primate colony management","1990 Jan",1990
"treatment of acquired immune deficiency syndrome aids related pneumonitis with foscarnet a double blind placebo controlled study","1990 Jan",1990
"synthesis and in vitro evaluation of some modified 4 thiopyrimidine nucleosides for prevention or reversal of aids associated neurological disorders","1990 Jan",1990
"anti hiv antibodies and other serological and immunological parameters among normal haitians in montreal","1990",1990
"gag specific cytotoxic t lymphocytes in rhesus monkeys infected with the simian immunodeficiency virus of macaques","1990 Jan 1",1990
"suramin prevents acth stimulated corticosterone release by dispersed adrenocortical cells","1990 Jan",1990
"impact of the 1987 revision of the case definition of acquired immune deficiency syndrome in the united states","1990",1990
"pilot study of the bioavailability and pharmacokinetics of 2 3 dideoxycytidine in patients with aids or aids related complex","1990",1990
"effect of nonviable preparations from human immunodeficiency virus type 1 on nuclear matrix associated dna polymerase alpha and dna topoisomerase ii activities","1990",1990
"aids 1990 epidemiology overview","1990",1990
"interactions between hiv and the host immune system in the pathogenesis of aids","1990",1990
"molecular pathogenesis of hiv 1","1990",1990
"aids 1990 virology overview","1990",1990
"opportunities for overcoming the continuing restraints to behavior change and hiv risk reduction","1990",1990
"drug prevention and hiv policy","1990",1990
"global aids revolution paradigm and solidarity","1990",1990
"epidemiology of aids and hiv infection","1990",1990
"recent advances in the management of the hiv infected infant","1990",1990
"current approaches to the treatment of hiv related kaposi s sarcoma and lymphoma by chemotherapy","1990",1990
"treatment of opportunistic infections","1990",1990
"immunological and virological surrogate markers in the evaluation of therapies for hiv infection","1990",1990
"aids 1990 clinical treatment overview","1990",1990
"aids vaccines 1990 a brief update","1990",1990
"research strategies for aids vaccine development and evaluation the mrc programme","1990",1990
"neutralization and enhancement of in vitro and in vivo hiv and simian immunodeficiency virus infections","1990",1990
"progress in the development of hiv vaccines","1990",1990
"progress in the development of simian immunodeficiency virus vaccines a review","1990",1990
"antigenic variation in hiv","1990",1990
"aids 1990 vaccines and immunology overview","1990",1990
"hiv and design of intervention studies for control of sexually transmitted diseases","1990",1990
"hiv risks in the health care organization","1990",1990
"hiv infection and injecting drug users from epidemiology to public health","1990",1990
"hiv i infection of dendritic cells","1990",1990
"neutrophil function and oral disease","1990",1990
"effectiveness of intradermal hepatitis b immunization of hospital staff","1990 Jan",1990
"congress upstages the courts dentists and treatment of aids patients","1990",1990
"occupational accidents and hiv","1990 Jan",1990
"health education and knowledge regarding tuberculosis among healthy persons and patients with tuberculosis","1990",1990
"hiv related thrombocytopenia","1990",1990
"state of cellular and humoral immunity in children infected with human immunodeficiency virus","1990",1990
"bioethics in peru","1990",1990
"imuvert activation of natural killer cytotoxicity and interferon gamma production via cd16 triggering","1990",1990
"therapeutic apheresis in human immunodeficiency virus related syndromes","1990",1990
"current kits for determining immune complexes","1990",1990
"quantification of complement receptor 1 on erythrocytes follow up of hiv 1 infected patients with aids related complex walter reed 5 under treatment with intravenous immunoglobulin the arc ivig study group","1990",1990
"passive immunization in arc and aids","1990",1990
"increased incidence of kaposi sarcoma in sweden before the aids epidemic","1990",1990
"differences among mononuclear cell subpopulations in hiv seropositive or seronegative homosexual and heterosexual men as determined by four color flow cytometry","1990",1990
"conditions and possibilities for the detection of speech signal elements by means of vibrotaction","1990",1990
"natural killer cell responses in homosexual men with early hiv infection","1990",1990
"immunoconjugates containing ricin a chain and either human anti gp41 or cd4 kill h9 cells infected with different isolates of hiv but do not inhibit normal t or b cell function","1990",1990
"enhancing conversation skills in patients with alzheimer s disease using a prosthetic memory aid","1990 Spring",1990
"microbiological diagnosis of infection with the human immunodeficiency virus","1990 Jan",1990
"skin diseases in children with hiv infection and their association with degree of immunosuppression","1990 Jan-Feb",1990
"immunological features of human immunodeficiency virus disease","1990 Jan",1990
"reported aids cases in west germany including west berlin aids center of the public health office","1990 Jan",1990
"hepatitis b vaccination in hemophiliacs","1990",1990
"special facilities for dental treatment of patients with aids","1990 Jan",1990
"preventive control of aids by the dental profession a survey of practices in a large urban area","1990 Winter",1990
"antibody response to viral proteins u vpu and r vpr in hiv 1 infected individuals","1990",1990
"expression of the c3d ebv receptor and of other cell membrane surface markers is altered upon hiv 1 infection of myeloid t and b cells","1990",1990
"aids lupus rheumatoid arthritis hypertension","1990 Jan",1990
"hiv testing more questions than answers","1990 Jan",1990
"diffuse infiltrative cd8 lymphocytosis syndrome in human immunodeficiency virus hiv infection a host immune response associated with hla dr5","1990 Jan 1",1990
"venus gets in my thinking drinking and female sexuality in the age of aids","1990",1990
"cognitive deficits associated with human immunodeficiency virus encephalopathy","1990 Summer",1990
"psychoneuroimmunology and hiv infection","1990 Summer",1990
"transmission of hiv 2 virus in a rural area of senegal","1990",1990
"trends and patterns of opportunistic diseases in danish aids patients 1980 1990","1990",1990
"development of training aids for the simplified w h o trachoma grading system a preliminary note","1990",1990
"chemical dependency and black america the government responds","1990 Spring-Summer",1990
"use of granulocyte transfusion in neonatal sepsis","1990 Jan",1990
"evaluation of a synthetic peptide based assay and a rapid dot blot recombinant test for detection of antibodies to hiv 1 and hiv 2","1990",1990
"serological study of mycobacterial infections in aids and hiv 1 positive patients","1990 Jan-Dec",1990
"health belief model in the research of aids related preventive behavior","1990-1991",1990
"development of a bcg recombinant vehicle for candidate aids vaccines","1990",1990
"helper independent recombinant adenovirus vectors expression of hiv env or hbv surface antigen","1990",1990
"adjuvants","1990",1990
"animal models for development of an aids vaccine","1990",1990
"assistive listening device versus conventional hearing aid in an elderly patient case report","1990 Jan",1990
"expanding the role of physicians in drug abuse treatment problems perspectives","1990 Summer",1990
"analysis of some social issues related to hiv disease from the perspective of jewish law and values","1990 Spring",1990
"is there a right to futile treatment the case of a dying patient with aids","1990 Spring",1990
"aids today s and tomorrow s crisis","1990 Summer",1990
"absence of hiv antigens in renal tissue from patients with hiv associated nephropathy","1990",1990
"the immunodeficient mouse scid as an animal model for aids","1990",1990
"suppression of t cell proliferation induced by concanavalin a in hemophilia patients","1990",1990
"protective measures against aids","1990 Jan-Mar",1990
"preparation of factor viii depleted plasma with antibodies and its use for the assay of factor viii","1990",1990
"relation of alpha and gamma interferon levels to development of aids in homosexual men","1990",1990
"nonhuman primate models for evaluation of aids therapy","1990",1990
"hepatitis c antibody in a non hemophiliac cohort infected with the human immunodeficiency virus","1990 Winter",1990
"effect of azidothymidine azt on hiv p24 antigen beta 2 microglobulin neopterin soluble cd8 soluble interleukin 2 receptor and tumor necrosis factor alpha levels in patients with aids related complex or aids","1990",1990
"aids contact notification initial program results in new jersey","1990 Winter",1990
"sexually transmitted diseases pelvic inflammatory disease and infertility an epidemiologic update","1990",1990
"chemically induced immunomodulation in domestic food animals","1990",1990
"early introduction of hiv infection among norwegians at highest risk","1990",1990
"acute phase response in pneumocystis carinii pneumonia","1990",1990
"infectivity inhibition of hiv prototype strains by antibodies directed against a peptide sequence of mycoplasma","1990",1990
"structural homologies between two hla b27 restricted peptides suggest residues important for interaction with hla b27","1990",1990
"interleukin 1 and a 7 kda t cell inhibitory monokine reflect disease activity in infection with hiv 1","1990",1990
"bronchial tuberculosis report of 4 cases","1990",1990
"inhibition of hiv replication by naphthalenemonosulfonic acid derivatives and a bis naphthalenedisulfonic acid compound","1990",1990
"considerations in the selection of end points for aids clinical trials","1990",1990
"lack of permissivity of human monoclonal cd4 lymphocytes to hiv","1990",1990
"detection of hiv 1 dna in crude cell lysates of peripheral blood mononuclear cells by the polymerase chain reaction and nonradioactive oligonucleotide probes","1990",1990
"interferon gamma therapy in aids for mononuclear phagocyte activation","1990",1990
"effect of fresh lymphocytes on increased sensitivity of hiv 1 isolation a multicenter study","1990",1990
"comparative study with in situ hybridization and immunocytochemistry in detection of hiv 1 in formalin fixed paraffin embedded cell cultures","1990",1990
"prospects for an aids vaccine","1990",1990
"multiple myeloma in a patient at risk for aids","1990",1990
"inactivation of hiv 1 and hiv 2 by various manufacturing procedures for human plasma proteins","1990",1990
"hla class i soluble antigen serum levels in hiv positive subjects correlation with cellular and serological parameters","1990",1990
"aerosol therapy in aids","1990",1990
"lack of transmission of hiv to sexual and non sexual contacts to hiv seropositive haemophiliacs following preventive information","1990",1990
"effect of stage of disease and drug dose on zidovudine susceptibilities of isolates of human immunodeficiency virus","1990",1990
"ifosfamide and mesna at high doses for the treatment of cancer of the cervix a getlac study","1990",1990
"anesthetic management of laser airway surgery","1990",1990
"immunoregulatory effect of a synthetic peptide corresponding to a region of protein p24 of hiv","1990",1990
"recommendations from the 12th scandinavian meeting on transfusion medicine","1990",1990
"use of ifn gamma in patients with aids","1990",1990
"perioperative blood transfusions changed indications and new alternatives","1990",1990
"possible use of recombinant cd4 in the therapy of aids","1990 Jan-Feb",1990
"high dose intact immunoglobulin treatment for an hiv infected asymptomatic carrier with hemophilia","1990 Jan",1990
"cd 4 immunoglobulin fusion protein with antiviral effects against hiv","1990",1990
"hiv 1 infection in haemophilia","1990 Jan",1990
"aids under a competitive medicaid program in a second wave state arizona s experience","1990 Jan",1990
"cost effectiveness analysis of hiv screening in pregnant women in hospitals in the paris region","1990",1990
"synergism between as101 and pma in lymphokine production","1990 Jan",1990
"spindle cell reaction to nontuberculous mycobacteriosis in aids mimicking a spindle cell neoplasm evidence for dual histiocytic and fibroblast like characteristics of spindle cells","1990",1990
"nutrition and cancer in children","1990",1990
"community based aids treatment research centers to be established","1990 Jan-Feb",1990
"updated forecasts of the costs of medical care for persons with aids 1989 93","1990 Jan-Feb",1990
"induction of immune tolerance with factor viii concentrate in patients with hemophilia a and inhibitors","1990",1990
"comparison of histologic nodal reactive patterns cell suspension immunophenotypic data and hiv status","1990 Jan",1990
"hiv preventive medicine services and public health interventions the bethesda experience","1990 Jan",1990
"kaposi s sarcoma with emphasis on gastrointestinal manifestations","1990 Jan",1990
"detection of primary cytotoxic t lymphocytes specific for the envelope glycoprotein of hiv 1 by deletion of the env amino terminal signal sequence","1990 Jan",1990
"successful zidovudine therapy for hiv related severe thrombocytopenia report of a sustained remission","1990",1990
"laboratory evidence of active hiv 1 infection in canadians with hemophilia associated with administration of heat treated factor viii","1990",1990
"free and antibody complexed antigen and antibody profile in apparently healthy hiv seropositive individuals and in aids patients","1990 Jan",1990
"antineutrophil antibodies in vasculitis","1990",1990
"new enzyme immunoassay specific for blastomycosis","1990 Jan",1990
"model for estimating incremental benefits and costs of testing donated blood for human immunodeficiency virus antigen hiv ag","1990 Jan",1990
"isolation of tube precipitin antibody reactive fractions of coccidioides immitis","1990 Jan",1990
"aids primer for stomatologists on the basis of a literature survey","1990 Jan",1990
"the importance of aids in dentistry","1990 Jan",1990
"hiv testing panel the difficult issues","1990",1990
"hiv the u s military experience","1990",1990
"aids in the 1990s challenges and directions what are we in for an epidemiologist s perspective","1990",1990
"immunohistology of lymph nodes in hiv infection a review","1990",1990
"lymph node in aids a light microscopic and ultrastructural study","1990",1990
"preparation of human and murine monoclonal antibodies antigens combined with or conjugated to lipopeptides constitute potent immunogens for in vitro and in vivo immunizations","1990",1990
"psychosocial aspects of hiv and aids and the evaluation of preventive strategies","1990",1990
"cryptococcosis in aids therapeutic concepts","1990",1990
"the therapy of candida esophagitis in aids patients with fluconazole","1990",1990
"seropositivity to chlamydia trachomatis in prostitutes relationship to other sexually transmitted diseases stds","1990",1990
"organization of health care for persons from the groups of high risk of hiv infection in bydgoszcz","1990",1990
"immunodiagnosis of renal cell carcinoma","1990",1990
"serological evidence for human immunodeficiency virus type 2 in east africa","1990 Jan",1990
"evaluation of an enzyme immunoassay for detection of chlamydia trachomatis in urogenital specimens","1990 Jan",1990
"potential risks of ultraviolet radiation in hiv infection","1990 Jan",1990
"efficacy of combined metronidazole and triple tetracycline therapy in the treatment of non gonococcal urethritis","1990 Jan",1990
"hiv infection in sexually transmissible disease practice in sydney the effects of legislation public education and changing clinical spectrum","1990 Jan",1990
"genivir dip 253 1 cream versus placebo cream in the treatment of recurrent genital herpes a double blind study","1990 Jan",1990
"short term prediction of hiv infection and aids a critique of the working group s report to the department of health","1990 Jan",1990
"effects of outreach intervention on risk reduction among intravenous drug users","1990 Winter",1990
"a i d s a review its relationship to dentistry","1990",1990
"surgery and aids","1990",1990
"pulmonary and pleural localizations of kaposi s sarcoma in aids","1990",1990
"operational styles of crack houses in detroit","1990",1990
